title,opponent,abbreviation,sport,date,year,location,stadium,latitude,longitude,score,notes,identifier,original collection,digital collection,publisher,rights,rightsstatement,format-original,format,display_template,type,duration,filename,id number,disc number,youtubeid,object_location,image_small,image_thumb,cdm_url,objectid
"University of Idaho vs. Oregon State University (Football), 11/09/1946",Oregon State University,OrST,Football,1946-11-09,1946,"Corvallis, OR",Bell Field,44.563,-123.279,0 - 34 (L),"yes, same score for 1945 and 1946 games",UG64-OrST1946-1_42,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:28:16,UG64-OrST1946-1_42.avi,1_42,42,6Khjxvy4riQ,https://youtu.be/6Khjxvy4riQ,https://img.youtube.com/vi/6Khjxvy4riQ/sddefault.jpg,https://img.youtube.com/vi/6Khjxvy4riQ/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/77,vandalvideo77
"University of Idaho vs. Boise State University (Football), 11/19/1988",Boise State University,"Boise, IDSt",Football,1988-11-19,1988,"Boise, ID",Bronco Stadium,43.602798,-116.195833,26 - 20 (W),"Cliff: 16mm b/w, no sound; DVD starts 12:46 into the 3rd quarter and the entire game is not on the DVD: just Idaho defense and special teams plays; second tab has plays starting at 10:39 of the first quarter.","UG64-Boise, IDSt1988-1_19",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:44:54,"UG64-Boise, IDSt1988-1_19.avi",1_19,19,FxId6oYT41M,https://youtu.be/FxId6oYT41M,https://img.youtube.com/vi/FxId6oYT41M/sddefault.jpg,https://img.youtube.com/vi/FxId6oYT41M/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/78,vandalvideo78
"University of Idaho vs. Oregon State University (Football), 10/11/1947",Oregon State University,OrST,Football,1947-10-11,1947,"Moscow, ID",Neale Stadium,46.726113,-117.015671,6 - 33 (L),,UG64-OrST1947-1_43,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:35:58,UG64-OrST1947-1_43.avi,1_43,43,i4f-yHZi4kg,https://youtu.be/i4f-yHZi4kg,https://img.youtube.com/vi/i4f-yHZi4kg/sddefault.jpg,https://img.youtube.com/vi/i4f-yHZi4kg/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/79,vandalvideo79
"University of Idaho vs. Oregon State University (Football), 11/11/1950",Oregon State University,OrST,Football,1950-11-11,1950,"Corvallis, OR",Bell Field,44.563,-123.279,19 - 34 (L),,UG64-OrST1950-1_46,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:42:01,UG64-OrST1950-1_46.avi,1_46,46,f7eWhAPzpcc,https://youtu.be/f7eWhAPzpcc,https://img.youtube.com/vi/f7eWhAPzpcc/sddefault.jpg,https://img.youtube.com/vi/f7eWhAPzpcc/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/80,vandalvideo80
"University of Idaho vs. Oregon State University (Football), 11/15/1952",Oregon State University,OrST,Football,1952-11-15,1952,"Corvallis, OR",Bell Field,44.563,-123.279,27 - 6 (W),,UG64-OrST1952-1_48,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:35:09,UG64-OrST1952-1_48.avi,1_48,48,GyBwLacDDT4,https://youtu.be/GyBwLacDDT4,https://img.youtube.com/vi/GyBwLacDDT4/sddefault.jpg,https://img.youtube.com/vi/GyBwLacDDT4/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/81,vandalvideo81
"University of Idaho vs. Oregon State University (Football), 09/07/1985",Oregon State University,OrST,Football,1985-09-07,1985,"Corvallis, OR",Parker Stadium,44.559444,-123.281389,28 - 43 (L),,UG64-OrST1985-1_59,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:38:18,UG64-OrST1985-1_59.avi,1_59,59,z0ko2EmGkUY,https://youtu.be/z0ko2EmGkUY,https://img.youtube.com/vi/z0ko2EmGkUY/sddefault.jpg,https://img.youtube.com/vi/z0ko2EmGkUY/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/82,vandalvideo82
"University of Idaho vs. Oregon State University (Football), 10/24/1953",Oregon State University,OrST,Football,1953-10-24,1953,"Moscow, ID",Neale Stadium,46.726113,-117.015671,0 - 19 (L),,UG64-OrST1953-1_49,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:43:16,UG64-OrST1953-1_49.avi,1_49,49,sjIhVfLaJ8I,https://youtu.be/sjIhVfLaJ8I,https://img.youtube.com/vi/sjIhVfLaJ8I/sddefault.jpg,https://img.youtube.com/vi/sjIhVfLaJ8I/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/83,vandalvideo83
"University of Idaho vs. Boise State University (Football), 09/08/1973",Boise State University,"Boise, IDSt",Football,1973-09-08,1973,"Moscow, ID",Idaho Stadium,46.726113,-117.015671,24 - 47 (L),,"UG64-Boise, IDSt1973-1_5",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:35:48,"UG64-Boise, IDSt1973-1_5.avi",1_5,5,fMgNQYD5WzM,https://youtu.be/fMgNQYD5WzM,https://img.youtube.com/vi/fMgNQYD5WzM/sddefault.jpg,https://img.youtube.com/vi/fMgNQYD5WzM/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/84,vandalvideo84
"University of Idaho vs. Oregon State University (Football), 11/17/1956",Oregon State University,OrST,Football,1956-11-17,1956,"Moscow, ID",Neale Stadium,46.726113,-117.015671,10 - 14 (L),,UG64-OrST1956-1_51,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:33:05,UG64-OrST1956-1_51.avi,1_51,51,iPTOtqAGYus,https://youtu.be/iPTOtqAGYus,https://img.youtube.com/vi/iPTOtqAGYus/sddefault.jpg,https://img.youtube.com/vi/iPTOtqAGYus/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/85,vandalvideo85
"University of Idaho vs. Oregon State University (Football), 09/18/1948",Oregon State University,OrST,Football,1948-09-18,1948,"Corvallis, OR",Bell Field,44.563,-123.279,12 - 27 (L),,UG64-OrST1948-1_44,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,1:11:31,UG64-OrST1948-1_44.avi,1_44,44,Fbyn7dn9xNs,https://youtu.be/Fbyn7dn9xNs,https://img.youtube.com/vi/Fbyn7dn9xNs/sddefault.jpg,https://img.youtube.com/vi/Fbyn7dn9xNs/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/86,vandalvideo86
"University of Idaho vs. Oregon State University (Football), 10/17/1959",Oregon State University,OrST,Football,1959-10-17,1959,"Corvallis, OR",Parker Stadium,44.559444,-123.281389,18 - 66 (L),,UG64-OrST1959-1_54,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:45:38,UG64-OrST1959-1_54.avi,1_54,54,y_eBWM6qBYk,https://youtu.be/y_eBWM6qBYk,https://img.youtube.com/vi/y_eBWM6qBYk/sddefault.jpg,https://img.youtube.com/vi/y_eBWM6qBYk/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/87,vandalvideo87
"University of Idaho vs. Oregon State University (Football), 10/12/1957",Oregon State University,OrST,Football,1957-10-12,1957,"Corvallis, OR",Parker Stadium,44.559444,-123.281389,0 - 20 (L),,UG64-OrST1957-1_52,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:48:16,UG64-OrST1957-1_52.avi,1_52,52,p-SsqPLI0GU,https://youtu.be/p-SsqPLI0GU,https://img.youtube.com/vi/p-SsqPLI0GU/sddefault.jpg,https://img.youtube.com/vi/p-SsqPLI0GU/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/88,vandalvideo88
"University of Idaho vs. Oregon State University (Football), 11/05/1949",Oregon State University,OrST,Football,1949-11-05,1949,"Moscow, ID",Neale Stadium,46.726113,-117.015671,25 - 35 (L),,UG64-OrST1949-1_45,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:36:55,UG64-OrST1949-1_45.avi,1_45,45,mVR7O3H21zc,https://youtu.be/mVR7O3H21zc,https://img.youtube.com/vi/mVR7O3H21zc/sddefault.jpg,https://img.youtube.com/vi/mVR7O3H21zc/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/89,vandalvideo89
"University of Idaho vs. Oregon State University (Football), 10/18/1958",Oregon State University,OrST,Football,1958-10-18,1958,"Moscow, ID",Neale Stadium,46.726113,-117.015671,6 - 20 (L),,UG64-OrST1958-1_53,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:31:43,UG64-OrST1958-1_53.avi,1_53,53,JDj0bQmY-5Y,https://youtu.be/JDj0bQmY-5Y,https://img.youtube.com/vi/JDj0bQmY-5Y/sddefault.jpg,https://img.youtube.com/vi/JDj0bQmY-5Y/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/90,vandalvideo90
"University of Idaho vs. Oregon State University (Football), 10/15/1960",Oregon State University,OrST,Football,1960-10-15,1960,"Moscow, ID",Neale Stadium,46.726113,-117.015671,8 - 28 (L),,UG64-OrST1960-1_55,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:36:35,UG64-OrST1960-1_55.avi,1_55,55,DmWp7bp-Iz8,https://youtu.be/DmWp7bp-Iz8,https://img.youtube.com/vi/DmWp7bp-Iz8/sddefault.jpg,https://img.youtube.com/vi/DmWp7bp-Iz8/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/91,vandalvideo91
"University of Idaho vs. Oregon State University (Football), 10/06/1951",Oregon State University,OrST,Football,1951-10-06,1951,"Spokane, WA",Memorial Stadium,47.705278,-117.482778,6 - 34 (L),,UG64-OrST1951-1_47,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:33:53,UG64-OrST1951-1_47.avi,1_47,47,4iMJatBu3Go,https://youtu.be/4iMJatBu3Go,https://img.youtube.com/vi/4iMJatBu3Go/sddefault.jpg,https://img.youtube.com/vi/4iMJatBu3Go/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/92,vandalvideo92
"University of Idaho vs. Oregon State University (Football), 09/29/1984",Oregon State University,OrST,Football,1984-09-29,1984,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,41 - 22 (W),,UG64-OrST1984-1_58,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,2:27:53,UG64-OrST1984-1_58.avi,1_58,58,SR3PvCR346A,https://youtu.be/SR3PvCR346A,https://img.youtube.com/vi/SR3PvCR346A/sddefault.jpg,https://img.youtube.com/vi/SR3PvCR346A/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/93,vandalvideo93
"University of Idaho vs. Oregon State University (Football), 10/07/1961",Oregon State University,OrST,Football,1961-10-07,1961,"Corvallis, OR",Parker Stadium,44.559444,-123.281389,6 - 44 (L),,UG64-OrST1961-1_56,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,1:12:50,UG64-OrST1961-1_56.avi,1_56,56,VgYEabcaz8c,https://youtu.be/VgYEabcaz8c,https://img.youtube.com/vi/VgYEabcaz8c/sddefault.jpg,https://img.youtube.com/vi/VgYEabcaz8c/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/94,vandalvideo94
"University of Idaho vs. Boise State University (Football), 10/13/1979",Boise State University,"Boise, IDSt",Football,1979-10-13,1979,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,17 - 41 (L),,"UG64-Boise, IDSt1979-1_12",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,2:05:12,"UG64-Boise, IDSt1979-1_12.avi",1_12,12,wbj1u09RiB0,https://youtu.be/wbj1u09RiB0,https://img.youtube.com/vi/wbj1u09RiB0/sddefault.jpg,https://img.youtube.com/vi/wbj1u09RiB0/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/95,vandalvideo95
"University of Idaho vs. Oregon State University (Football), 10/16/1965",Oregon State University,OrST,Football,1965-10-16,1965,"Boise, ID",Bronco Stadium,43.602798,-116.195833,14 - 16 (L),start at program 2,UG64-OrST1965-1_57,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:54:48,UG64-OrST1965-1_57.avi,1_57,57,4HIRjSkaIhc,https://youtu.be/4HIRjSkaIhc,https://img.youtube.com/vi/4HIRjSkaIhc/sddefault.jpg,https://img.youtube.com/vi/4HIRjSkaIhc/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/96,vandalvideo96
"University of Idaho vs. Oregon State University (Football), 09/25/1954",Oregon State University,OrST,Football,1954-09-25,1954,"Corvallis, OR",Parker Stadium,44.559444,-123.281389,0 - 13 (L),,UG64-OrST1954-1_50,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:44:34,UG64-OrST1954-1_50.avi,1_50,50,r0xBke7QKjE,https://youtu.be/r0xBke7QKjE,https://img.youtube.com/vi/r0xBke7QKjE/sddefault.jpg,https://img.youtube.com/vi/r0xBke7QKjE/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/97,vandalvideo97
