objectid,title,date,archival_date,president,commencement_address,guest_speakers,location,latitude,longitude,source,identifier,type,format,format_original,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb,cdmid
commencement091,78th Commencement Program,1973-05-20,20 May 1973,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1973-05-20,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1973-05-20.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1973-05-20.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1973-05-20_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1973-05-20_sm.jpg,1214
commencement092,79th Commencement Program,1974-05-19,19 May 1974,"Hartung, Dr. Ernest W.","Skina, Ansbert G.",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1974-05-19,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1974-05-19.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1974-05-19.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1974-05-19_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1974-05-19_sm.jpg,1219
commencement093,80th Commencement Program,1975-05-18,18 May 1975,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,commencement-1975,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-1975.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-1975.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-1975_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-1975_sm.jpg,1140
commencement094,81st Commencement Degrees Conferred,1976-05-16,16 May 1976,"Hartung, Dr. Ernest W.","Andrus, Cecil D.",,William H. Kibbie-ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,degrees_conferred-1976,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees_conferred-1976.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees_conferred-1976.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1976_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1976_sm.jpg,1106
commencement095,81st Commencement Program,1976-05-16,16 May 1976,"Hartung, Dr. Ernest W.","Andrus, Cecil D.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1976-05-16,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1976-05-16.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1976-05-16.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1976-05-16_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1976-05-16_sm.jpg,1184
commencement096,82nd Commencement Degrees Conferred,1977-05-14,14 May 1977,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,William H. Kibbie-ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,degrees_conferred-1977,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees_conferred-1977.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees_conferred-1977.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1977_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1977_sm.jpg,1165
commencement097,82nd Commencement Program,1977-06-14,14 June 1977,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1977-05-14,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1977-05-14.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1977-05-14.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1977-05-14_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1977-05-14_sm.jpg,1127
commencement098,83rd Commencement Degrees Conferred,1978-05-20,20 May 1978,"Gibb, Richard D.","Agee, William M.",,William H. Kibbie-ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,degrees_conferred-1978,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees_conferred-1978.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees_conferred-1978.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1978_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1978_sm.jpg,1109
commencement099,83rd Commencement,1978-05-20,20 May 1978,"Gibb, Richard D.","Agee, William M.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1978-05-20,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1978-05-20.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1978-05-20.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1978-05-20_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1978-05-20_sm.jpg,1193
commencement100,The 84th Commencement Degrees Conferred,1979-05-19,19 May 1979,"Gibb, Richard D.","McCowan, Bruce J.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1979-05,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1979-05.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1979-05.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1979-05_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1979-05_sm.jpg,1091
commencement101,The 85th Commencement,1980-05-17,17 May 1980,"Gibb, Richard D.","Meyer, Dr. James H.",,William H. Kibbie-ASUI Activity Center,"46.72657720108802, -117.0173241",-117.0173241,University of Idaho Library Special Collections and Archives,commencement-1980,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-1980.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-1980.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-1980_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-1980_sm.jpg,1175
commencement102,The 85th Commencement Degrees Conferred,1980-05-17,17 May 1980,"Gibb, Richard D.","Meyer, James H.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1980,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1980.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1980.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1980_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1980_sm.jpg,1202
commencement103,The 86th Commencement Degrees Conferred,1981-05-16,16 May 1981,"Gibb, Richard D.","McClure, James A.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1981,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1981.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1981.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1981_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1981_sm.jpg,1178
commencement104,The 86th Commencement at the University of Idaho,1982-05-15,15 May 1982,"Gibb, Richard D.","Fraser, Harvey",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1982-05-15,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1982-05-15.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1982-05-15.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1982-05-15_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1982-05-15_sm.jpg,1142
commencement105,The 88th Commencement at the University of Idaho,1983-05-14,14 May 1983,"Gibb, Richard D.","Bell, Terrell",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1983-05-14,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1983-05-14.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1983-05-14.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1983-05-14_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1983-05-14_sm.jpg,1118
commencement106,The 89th Commencement at the University of Idaho,1984-05-12,12 May 1984,"Gibb, Richard D.","McLaughlin, Ann Dore",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1984-05-12,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1984-05-12.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1984-05-12.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1984-05-12_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1984-05-12_sm.jpg,1098
commencement107,The 90th Commencement at the University of Idaho,1985-05-10,10 May 1985,"Gibb, Richard D.","Hennessey, Alice E.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1985-05-10,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1985-05-10.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1985-05-10.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1985-05-10_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1985-05-10_sm.jpg,1201
commencement108,The 91st Commencement at the University of Idaho,1986-05-17,17 May 1986,"Gibb, Richard D.","Murrin, Thomas J.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1986-05-17,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1986-05-17.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1986-05-17.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1986-05-17_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1986-05-17_sm.jpg,1120
commencement109,The 92nd Commencement at the University of Idaho,1987-05-16,16 May 1987,"Gibb, Richard D.","Mawby, Russel G.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1987-05-16,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1987-05-16.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1987-05-16.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1987-05-16_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1987-05-16_sm.jpg,1220
commencement110,The University of Idaho's 93rd Commencement,1988-05-14,14 May 1988,"Gibb, Richard D.","Gibb, Richard D.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1988-05-14,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1988-05-14.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1988-05-14.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1988-05-14_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1988-05-14_sm.jpg,1168
commencement111,In the University of Idaho's Centennial...the 94th Commencement,1989-05-13,13 May 1989,"Gibb, Richard D.","Bruns, Susan E.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1989,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1989.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1989.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1989_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1989_sm.jpg,1057
commencement112,The University of Idaho's 95th Commencement Degrees Conferred,1990-05-19,19 May 1990,"Zinser, Elisabeth A.","Lemley, Jack K.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1990,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1990.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1990.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1990_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1990_sm.jpg,1136
commencement113,The University of Idaho's 96th Commencement Degrees Conferred,1991-05-18,18 May 1991,"Zinser, Elisabeth A.","McClure, James A.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1991,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1991.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1991.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1991_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1991_sm.jpg,1116
commencement114,The Ninety-Seventh Commencement of the University of Idaho,1992-05-16,16 May 1992,"Zinser, Elisabeth A.","Wiley, William R.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1992,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1992.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1992.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1992_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1992_sm.jpg,1068
commencement115,98th Commencement Degrees Conferred,1993-05-15,15 May 1993,"Zinser, Elisabeth A.","Good, Mary L.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1993,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1993.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1993.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1993_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1993_sm.jpg,1055
commencement116,99th Commencement Degrees Conferred,1994-05-14,14 May 1994,"Zinser, Elisabeth A.","Henberg, Marvin",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1994,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1994.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1994.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1994_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1994_sm.jpg,1221
commencement117,One Hundredth Commencement,1995-05-20,20 May 1995,"Zinser, Elisabeth A.","Schwarz, M. Roy",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1995,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1995.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1995.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1995_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1995_sm.jpg,1151
commencement118,One Hundred First Commencement,1996-05-18,18 May 1996,"Bell, Thomas O.","Armstrong, Terry R.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1996,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1996.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1996.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1996_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1996_sm.jpg,1097
commencement119,One Hundred Second Commencement Program,1997-05-17,17 May 1997,"Hoover, Robert A.","McClure, James A.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1997,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1997.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1997.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1997_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1997_sm.jpg,1195
commencement120,One Hundred Second Commencement Degrees Conferred,1997-05-17,17 May 1997,"Hoover, Robert A.","McClure, James A.",,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,degrees-may1997,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees-may1997.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees-may1997.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees-may1997_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees-may1997_sm.jpg,1203
commencement121,One Hundred Third Commencement,1998-05-16,16 May 1998,"Hoover, Robert A.","Trout, Linda Copple",,,,,University of Idaho Library Special Collections and Archives,commencement-may1998,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may1998.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may1998.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may1998_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may1998_sm.jpg,1139
commencement122,One Hundred Fourth Commencement,1998-12-12,12 December 1998,"Hoover, Robert A.","Colwell, Rita",,,,,University of Idaho Library Special Collections and Archives,commencement-dec1998,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec1998.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec1998.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec1998_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec1998_sm.jpg,1062
commencement123,One Hundred Fifth Commencement,1999-12-11,11 December 1999,"Hoover, Robert A.","Clarke, Richard A.",,,,,University of Idaho Library Special Collections and Archives,commencement-dec1999,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec1999.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec1999.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec1999_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec1999_sm.jpg,1056
