title,description,date,date_is_approximate,subject,campus_event,event_category,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
"Fred Nichols, halfback","An action shot of Fred Nichols, a halfback for the University of Idaho football team.",1940,,football (sports); football fields,,athletics,football,46.726803,-117.016527,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-446b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1106,1106,pg21106,image,pg21106.jpg,https://objects.lib.uidaho.edu/pg2/pg21106.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21106_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21106_th.jpg,
"George Nixon, halfback","George Nixon, halfback for the University of Idaho football team, running towards the camera with a football.",1940,,football (sports); football fields,,athletics,football,46.726738,-117.016536,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-447b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1107,1107,pg21107,image,pg21107.jpg,https://objects.lib.uidaho.edu/pg2/pg21107.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21107_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21107_th.jpg,
"Joe Piedmont, tackle [01]","Tackle for the University of Idaho football team, Joe Piedmont, running on the field.",1940,,football (sports); football fields,,athletics,football,46.726662,-117.016522,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-448b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1108,1108,pg21108,image,pg21108.jpg,https://objects.lib.uidaho.edu/pg2/pg21108.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21108_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21108_th.jpg,
"Glenn Rathbun, tackle [02]","Glenn Rathbun, tackle for the University of Idaho football team, running towards the camera on the football field.",1940,,football (sports); football fields,,athletics,football,46.726534,-117.016512,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-449b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1109,1109,pg21109,image,pg21109.jpg,https://objects.lib.uidaho.edu/pg2/pg21109.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21109_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21109_th.jpg,
"Cleo Rowe, guard","Action shot of Cleo Rowe, a guard for the University of Idaho football team.",1940,,football (sports); football fields,,athletics,football,46.726477,-117.016505,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-450b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1110,1110,pg21110,image,pg21110.jpg,https://objects.lib.uidaho.edu/pg2/pg21110.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21110_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21110_th.jpg,
"Bob Smith, halfback","Bob Smith, halfback for the University of Idaho football team, mid-air with a football.",1940,,football (sports); football fields,,athletics,football,46.72642,-117.016475,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-452b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.25 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1111,1111,pg21111,image,pg21111.jpg,https://objects.lib.uidaho.edu/pg2/pg21111.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21111_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21111_th.jpg,
"Joe Piedmont, tackle [02]","Joe Piedmont, tackle for the University of Idaho football team, running towards the camera.",1940,,football (sports); football fields,,athletics,football,46.726597,-117.016519,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-448c,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1112,1112,pg21112,image,pg21112.jpg,https://objects.lib.uidaho.edu/pg2/pg21112.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21112_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21112_th.jpg,
Tom Solinsky,"Football player  of the University of Idaho football team, Tom Solinsky, crouching on the field.",1940,,football (sports); football fields,,athletics,football,46.726347,-117.016457,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-453,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1113,1113,pg21113,image,pg21113.jpg,https://objects.lib.uidaho.edu/pg2/pg21113.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21113_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21113_th.jpg,
"John Tomich, guard","Action shot of John Tomich, a guard for the University of Idaho football team.",1940,,football (sports); football fields,,athletics,football,46.726276,-117.01645,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-454b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1114,1114,pg21114,image,pg21114.jpg,https://objects.lib.uidaho.edu/pg2/pg21114.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21114_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21114_th.jpg,
George Whitlock,"George Whitlock, football player for the University of Idaho, catching the ball during practice on the field.",1940,,football (sports); football fields,,athletics,football,46.726208,-117.016446,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-455,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1115,1115,pg21115,image,pg21115.jpg,https://objects.lib.uidaho.edu/pg2/pg21115.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21115_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21115_th.jpg,
Rex Workman,Action shot of University of Idaho football player Rex Workman.,1940,,football (sports); football fields,,athletics,football,46.72615,-117.016483,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-456,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1116,1116,pg21116,image,pg21116.jpg,https://objects.lib.uidaho.edu/pg2/pg21116.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21116_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21116_th.jpg,
Freshman Harold Bateson [01],"Freshman football player for the University of Idaho, #47 Harold Bateson.",1941,,football (sports); football fields,,athletics,football,46.726126,-117.016539,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-501,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1117,1117,pg21117,image,pg21117.jpg,https://objects.lib.uidaho.edu/pg2/pg21117.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21117_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21117_th.jpg,
Freshman Bill Brown,"Freshman football player for the University of Idaho, #37 Bill Brown.",1941,,football (sports); football fields,,athletics,football,46.726116,-117.016645,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-502,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1118,1118,pg21118,image,pg21118.jpg,https://objects.lib.uidaho.edu/pg2/pg21118.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21118_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21118_th.jpg,
Freshman John Evans,"Action shot of freshman football player for the University of Idaho, #35 John Evans.",1941,,football (sports); football fields,,athletics,football,46.726116,-117.016724,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-503,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1119,1119,pg21119,image,pg21119.jpg,https://objects.lib.uidaho.edu/pg2/pg21119.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21119_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21119_th.jpg,
Freshman Fred Johnson,"Freshman football player for the University of Idaho, #48 Fred Johnson, crouching on the field",1941,,football (sports); football fields,,athletics,football,46.72643,-117.016784,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-505,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1120,1120,pg21120,image,pg21120.jpg,https://objects.lib.uidaho.edu/pg2/pg21120.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21120_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21120_th.jpg,
Lyle Kerby tackle,Freshman Lyle Kerby mid-tackle with another University of Idaho football player.,1941,,football (sports); football fields,,athletics,football,46.726522,-117.016845,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-506,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1121,1121,pg21121,image,pg21121.jpg,https://objects.lib.uidaho.edu/pg2/pg21121.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21121_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21121_th.jpg,
Freshman Del Owens,Freshman football player for the University of Idaho Del Owens at the peak of his kick.,1941,,football (sports); football fields,,athletics,football,46.72654,-117.016926,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-507,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.25 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1122,1122,pg21122,image,pg21122.jpg,https://objects.lib.uidaho.edu/pg2/pg21122.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21122_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21122_th.jpg,
Freshman Jim Swarbrick,Freshman football player for the University of Idaho Jim Swarbrick crouching over a football on the field.,1941,,football (sports); football fields,,athletics,football,46.726472,-117.01692,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-508,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1123,1123,pg21123,image,pg21123.jpg,https://objects.lib.uidaho.edu/pg2/pg21123.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21123_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21123_th.jpg,
Freshman Charles Thomas,Freshman football player for the University of Idaho Charles Thomas throwing the ball on the football field.,1941,,football (sports); football fields,,athletics,football,46.726396,-117.016899,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-509,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1124,1124,pg21124,image,pg21124.jpg,https://objects.lib.uidaho.edu/pg2/pg21124.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21124_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21124_th.jpg,
Freshman Lyle Fagnan,"Action shot of freshman football player for the University of Idaho, #44 Lyle Fagnan.",1941,,football (sports); football fields,,athletics,football,46.72626,-117.016717,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-504,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1125,1125,pg21125,image,pg21125.jpg,https://objects.lib.uidaho.edu/pg2/pg21125.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21125_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21125_th.jpg,
"Chace Anderson, right end","Right end for the University of Idaho Chace Anderson, running along the field with a football.",1941,,football (sports); football fields,,athletics,football,46.726315,-117.016901,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-518a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1126,1126,pg21126,image,pg21126.jpg,https://objects.lib.uidaho.edu/pg2/pg21126.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21126_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21126_th.jpg,
"Irvin Konopka, tackle","Tackle for the University of Idaho football team, Irvin Konopka, running on the field.",1941,,football (sports); football fields,,athletics,football,46.72624,-117.016883,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-537,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4.5 black and white film negative,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1127,1127,pg21127,image,pg21127.jpg,https://objects.lib.uidaho.edu/pg2/pg21127.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21127_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21127_th.jpg,
University of Idaho vs. Portland University [01],The aftermath of a tackle during the University of Idaho and Portland University football game that ended with a Vandal win 20-6.,1946-11-16,,football (sports); football fields,,athletics,football,46.726672,-117.017622,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-672,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1128,1128,pg21128,image,pg21128.jpg,https://objects.lib.uidaho.edu/pg2/pg21128.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21128_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21128_th.jpg,
University of Idaho vs. Portland University [02],The beginning of a tackle during the University of Idaho and Portland University football game that ended with a Vandal win 20-6.,1946-11-16,,football (sports); football fields,,athletics,football,46.726615,-117.01747,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-673,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1129,1129,pg21129,image,pg21129.jpg,https://objects.lib.uidaho.edu/pg2/pg21129.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21129_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21129_th.jpg,
"Ralph Paasch, center","Center for the University of Idaho football team, #25 Ralph Paasch on the field.",1905-04-30,,football (sports); football fields,,athletics,football,46.726298,-117.01674,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-692a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1130,1130,pg21130,image,pg21130.jpg,https://objects.lib.uidaho.edu/pg2/pg21130.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21130_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21130_th.jpg,
Freshman Harold Bateson [02],"Freshman football player for the University of Idaho, #47 Harold Bateson.",1941,,football (sports); football fields,,athletics,football,46.726126,-117.016539,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-578,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1131,1131,pg21131,image,pg21131.jpg,https://objects.lib.uidaho.edu/pg2/pg21131.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21131_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21131_th.jpg,
Neale Stadium,Aerial view of Neale Stadium during a football game between the University of Idaho and  Washington State College. The game was won by Washington State College 0-7.,1947-10-04,,stadiums; football (sports); aerial photographs,,athletics,football,46.726261,-117.017607,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-773,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white transparency,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1132,1132,pg21132,image,pg21132.jpg,https://objects.lib.uidaho.edu/pg2/pg21132.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21132_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21132_th.jpg,
Coach and players,"Two freshman football players, Don Wisdom (#54) and Darrell Surber (#37) standing with Coach 'Babe' Curfman.",1951,,football (sports); football fields,,athletics,football,46.726454,-117.01753,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1102,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4.5x2.75 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1133,1133,pg21133,image,pg21133.jpg,https://objects.lib.uidaho.edu/pg2/pg21133.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21133_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21133_th.jpg,
Freshman Ed Barton,"Freshman football player for the University of Idaho, Ed Barton, crouching on the field.",1951,,football (sports); football fields,,athletics,football,46.726444,-117.01741,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1103,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1134,1134,pg21134,image,pg21134.jpg,https://objects.lib.uidaho.edu/pg2/pg21134.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21134_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21134_th.jpg,
Freshman Horace A. Butler,"Freshman football player for the University of Idaho, Horace A. Butler mid-air as he throws the football.",1951,,football (sports); football fields,,athletics,football,46.726392,-117.017107,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1105,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1135,1135,pg21135,image,pg21135.jpg,https://objects.lib.uidaho.edu/pg2/pg21135.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21135_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21135_th.jpg,
Freshman Ron Chase,"Freshman football player for the University of Idaho, Ron Chase, crouching on the field.",1951,,football (sports); football fields,,athletics,football,46.726319,-117.017013,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1106,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1136,1136,pg21136,image,pg21136.jpg,https://objects.lib.uidaho.edu/pg2/pg21136.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21136_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21136_th.jpg,
Freshman George Eidam,"George Eidam (#25), a freshman football player for the University of Idaho, holding the ball on the field as a teammate runs behind him.",1951,,football (sports); football fields,,athletics,football,46.726095,-117.016975,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1108a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1137,1137,pg21137,image,pg21137.jpg,https://objects.lib.uidaho.edu/pg2/pg21137.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21137_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21137_th.jpg,
Freshman George Eidam throwing,"George Eidam (#25), a freshman football player for the University of Idaho, mid-air as he throws a football.",1951,,football (sports); football fields,,athletics,football,46.726092,-117.016812,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1108b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1138,1138,pg21138,image,pg21138.jpg,https://objects.lib.uidaho.edu/pg2/pg21138.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21138_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21138_th.jpg,
