objectid,parentid,title,creator,description,date,date_is_approximate,source,findingaid,subject,category,coverage,language,digitization_specifications,date_digital,identifier,publisher,relation,collection,type,format,format_original,rights,rightsstatement,display_template,filename,object_location,image_small,image_thumb
spec_uihp176,,Edward Robert Chrisman (1866 - 1939) [2],,"Military Science Department (1894 - 1898; 1902 - 1905; 1919 - 1932), Commandant of Cadets, emeritus, (1936 - 1939).  From the files of C. J. Brosnan.",1935,y,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits; cadets; military uniforms; military officers,Portrait;,United States--Idaho--Latah County--Moscow,eng,300 dpi jpg displayed; Master file is a 700 dpi Tiff.,,3-47n,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp176.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp176.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp176_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp176_th.jpg
spec_uihp177,,William Henson Wallace (1811 - 1879),"Medericks, Charles D.","First Governor of Idaho Territory (1863 - 1864). Caption reads:' Idaho. - Photograph of William H. Wallace, First Governor of Idaho Territory, 1863.  N. Y., 1863.  A reproduction of the original photograph.'",1863,,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits; governors (public officers),Portrait;,United States--Idaho--Latah County--Moscow,eng,700 dpi jpg displayed; Master file is a 1200 dpi Tiff.,,3-49a,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,spec_uihp177.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp177.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp177_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp177_th.jpg
spec_uihp178,spec_uihp180,,,,,,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,,,United States--Idaho--Latah County--Moscow,eng,,,,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,,,http://rightsstatements.org/vocab/NoC-US/1.0/,image,spec_uihp180_1.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp180_1.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp180_1_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp180_1_th.jpg
spec_uihp179,spec_uihp180,Ole Gabriel Hagberg (1873 - 1898),Erickson; Donor: Florence Corbett Johnson,Ole Gabriel Hagberg in uniform. Hagberg died during the Spanish American War.,1889,,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits; college students; military uniforms,Portrait;,United States--Idaho--Latah County--Moscow,eng,500 dpi jpg displayed; Master file is a 700 dpi Tiff.,2010-06,3-22a,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,spec_uihp180_2.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp180_2.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp180_2_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp180_2_th.jpg
spec_uihp180,,Ole Gabriel Hagberg (1873 - 1898),Erickson; Donor: Florence Corbett Johnson,Ole Gabriel Hagberg in uniform. Hagberg died during the Spanish American War.,1889,,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits; college students; military uniforms,Portrait;,United States--Idaho--Latah County--Moscow,eng,500 dpi jpg displayed; Master file is a 700 dpi Tiff.,2010-06,3-22a,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,multiple,Black and white prints,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,multiple,spec_uihp180_1.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp180_1.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp180_1_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp180_1_th.jpg
spec_uihp181,,Library [1],,Students working inside the library.,1917,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings),Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"130 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.",2010-05,1-201-2,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,spec_uihp181.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp181.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp181_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp180_th.jpg
spec_uihp182,,"Library, Technical Services",,People working in the Technical Services department in the University of Idaho Library.,1957,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); offices (work spaces),Buildings;,United States--Idaho--Latah County--Moscow,eng,"260 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-22,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp182.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp182.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp182_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp182_th.jpg
spec_uihp183,,Library's Secretary Office,,Interior of the secretary's office in the Library.,1957,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); offices (work spaces),Buildings;,United States--Idaho--Latah County--Moscow,eng,"260 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-23,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp183.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp183.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp183_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp183_th.jpg
spec_uihp184,,Librarian Office,,Interior of a librarian's office.,1957,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); offices (work spaces),Buildings;,United States--Idaho--Latah County--Moscow,eng,"330 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-24,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp184.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp184.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp184_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp184_th.jpg
spec_uihp185,,Library Study Areas,,Study carrels in the basement of the library.,1957,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); carrels,Buildings;,United States--Idaho--Latah County--Moscow,eng,"330 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-25,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp185.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp185.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp185_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp185_th.jpg
spec_uihp186,,Library,Doner: W. C. Edmundson,Interior of the library when it was housed in old Administration Building.,1900,y,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings),Buildings;,United States--Idaho--Latah County--Moscow,eng,"150 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 600 dpi TIFF.",2010-05,1-201-28,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,spec_uihp186.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp186.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp186_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp186_th.jpg
spec_uihp187,,Library Circulation,,Interior view of the library which shows the circulation desk and staircase.,1922,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); interior views,Buildings;,United States--Idaho--Latah County--Moscow,eng,"135 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.",2010-05,1-201-4,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,spec_uihp187.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp187.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp187_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp187_th.jpg
spec_uihp188,,"Library, Reading Room",,Students studying in the library's Reading Room.,1930,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); interior views; reading rooms; college students,Students,United States--Idaho--Latah County--Moscow,eng,"190 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-6,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp188.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp188.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp188_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp188_th.jpg
spec_uihp189,,"Library, Periodicals",,Students studying in the periodicals seciton of the library.,1934,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); interior views; periodicals; college students,Students,United States--Idaho--Latah County--Moscow,eng,"190 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-7,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp189.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp189.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp189_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp189_th.jpg
spec_uihp190,,"Library, Basement",,Basement storage of the library.,1934,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); basements; storage,Buildings;,United States--Idaho--Latah County--Moscow,eng,"190 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-9,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp190.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp190.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp190_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp190_th.jpg
spec_uihp191,,Law Library [1],,Books being carried from old building to trucks for transporting to new building.,1974,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); books; transporting,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"265 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-202-10,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp191.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp191.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp191_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp191_th.jpg
spec_uihp192,,Law Library [2],,Books being loaded on truck for transporting to new building.,1974,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); books; transporting,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"245 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-202-11,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp192.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp192.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp192_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp192_th.jpg
spec_uihp193,,Law Library [3],,Students studying at the Law Library.,1960,y,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); college students; studying; law schools (institutions),Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"195 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-202-2,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp193.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp193.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp193_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp193_th.jpg
spec_uihp194,,Law Library [4],,Students congregating in hallway.,1972,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings); trials; law schools (institutions)law schools (institutions),Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"185 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-202-6,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp194.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp194.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp194_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp194_th.jpg
spec_uihp195,,Mock Trial [1],,Mock trial taking place in the College of Law.,1928,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,law schools (institutions); trials,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"190 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-203-1,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp195.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp195.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp195_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp195_th.jpg
spec_uihp196,,Dean Albert R. Menard,,Dean Albert R. Menard teaching during class in the College of Law.,1980,y,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,law schools; directors (administrators); college students,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"130 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.",2010-05,1-203-14,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp196.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp196.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp196_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp196_th.jpg
spec_uihp197,,Mock Trial [2],,Mock trial taking place in the College of Law.,1950,y,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,law schools (institutions); trials,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"130 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.",2010-05,1-203-2,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp197.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp197.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp197_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp197_th.jpg
spec_uihp198,,College of Law,,Idaho supreme court sits in Moscow to hear student attorneys argue the final round in the annual appellate moot court competitions.,1969,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,law schools (institutions); trials,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"250 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-203-9,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp198.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp198.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp198_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp198_th.jpg
spec_uihp199,,Botany Lab,,Students working in a Botany Lab in the 1930's.,1930,y,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,college students; botany; classrooms; laboratories,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"195 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 600 dpi TIFF.",2010-05,1-215-2,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp199.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp199.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp199_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp199_th.jpg
