objectid,title,volume,date,subjects,description,publisher,quote,sponsor,language,type,format,rights,rightsstatement,page_url,filename_old,archive_link,image_spine,highlight_images,filename,display_template,object_location,image_thumb,image_small
uidaho_gem_1954,Gem of the Mountains 1954,Volume 52,1954,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Ah yes, cramming till midnight, no-doz, and rushing next morning to class armed with a piece of toast and a pencil."" (pdf page 54)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1954/,1954/Gem1954.pdf,https://archive.org/details/uidaho_gem_1954,https://objects.lib.uidaho.edu/gem/spines/1954.jpg,gem-1954-highlight1.jpg;gem-1954-highlight2.jpg;gem-1954-highlight3.jpg;gem-1954-highlight4.jpg;gem-1954-highlight5.jpg,uidaho_gem_1954.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1954.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1954_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1954_sm.jpg
uidaho_gem_1955,Gem of the Mountains 1955,Volume 53,1955,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Compiling the best record of any varsity sport this year was the Vandal skiing team, undoubtedly one of the finest in the whole country. Filled with star Norwegian champion skiers, the Vandals placed high in every tournament they entered ..."" (pdf page 216)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1955/,1955/Gem1955.pdf,https://archive.org/details/uidaho_gem_1955,https://objects.lib.uidaho.edu/gem/spines/1955.jpg,gem-1955-highlight1.jpg;gem-1955-highlight2.jpg;gem-1955-highlight3.jpg;gem-1955-highlight4.jpg;gem-1955-highlight5.jpg,uidaho_gem_1955.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1955.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1955_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1955_sm.jpg
uidaho_gem_1956,Gem of the Mountains 1956,Volume 54,1956,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Familiar isn't it? Imagine this twice a year when the gym, center of the most educational lectures and most rousing basketball duels, becomes a compulsory battlefield. But lines, groans and bankrolls all come to an end eventually - so cheer up!"" (pdf page 113)",John W. Spencer,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1956/,1956/Gem1956.pdf,https://archive.org/details/uidaho_gem_1956,https://objects.lib.uidaho.edu/gem/spines/1956.jpg,gem-1956-highlight1.jpg;gem-1956-highlight2.jpg;gem-1956-highlight3.jpg;gem-1956-highlight4.jpg;gem-1956-highlight5.jpg,uidaho_gem_1956.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1956.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1956_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1956_sm.jpg
uidaho_gem_1957,Gem of the Mountains 1957,Volume 55,1957,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The score of the annual Battle of the Palouse again favored the cow college, and we once more donned our hiking shoes for the trek to Pullman."" (pdf page 53)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1957/,1957/Gem1957.pdf,https://archive.org/details/uidaho_gem_1957,https://objects.lib.uidaho.edu/gem/spines/1957.jpg,gem-1957-highlight1.jpg;gem-1957-highlight2.jpg;gem-1957-highlight3.jpg;gem-1957-highlight4.jpg;gem-1957-highlight5.jpg,uidaho_gem_1957.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1957.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1957_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1957_sm.jpg
uidaho_gem_1958,Gem of the Mountains 1958,Volume 56,1958,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Campaigning grew hot and heavy as posters appeared around campus, smokers were held, and then finally election day arrived. ... For the first time since the war years, four women won seats on the Exec board."" (pdf page 53)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1958/,1958/Gem1958.pdf,https://archive.org/details/uidaho_gem_1958,https://objects.lib.uidaho.edu/gem/spines/1958.jpg,gem-1958-highlight1.jpg;gem-1958-highlight2.jpg;gem-1958-highlight3.jpg;gem-1958-highlight4.jpg;gem-1958-highlight5.jpg,uidaho_gem_1958.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1958.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1958_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1958_sm.jpg
uidaho_gem_1959,Gem of the Mountains 1959,Volume 57,1959,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""No tradition is more well known and repeated than that of Hello Walk leading to and from the imposing Ad building where Idaho students greet one another in warm friendship every hour of the day."" (pdf page 14)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1959/,1959/Gem1959.pdf,https://archive.org/details/uidaho_gem_1959,https://objects.lib.uidaho.edu/gem/spines/1959.jpg,gem-1959-highlight1.jpg;gem-1959-highlight2.jpg;gem-1959-highlight3.jpg;gem-1959-highlight4.jpg;gem-1959-highlight5.jpg,uidaho_gem_1959.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1959.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1959_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1959_sm.jpg
uidaho_gem_1960,Gem of the Mountains 1960,Volume 58,1960,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The Campus soon settles down to class routine, lab work, and studies at the library. (Could she be checking out a reserve book?!!)"" (pdf page 16)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1960/,1960/Gem1960.pdf,https://archive.org/details/uidaho_gem_1960,https://objects.lib.uidaho.edu/gem/spines/1960.jpg,gem-1960-highlight1.jpg;gem-1960-highlight2.jpg;gem-1960-highlight3.jpg;gem-1960-highlight4.jpg;gem-1960-highlight5.jpg,uidaho_gem_1960.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1960.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1960_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1960_sm.jpg
uidaho_gem_1961,Gem of the Mountains 1961,Volume 59,1961,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""'Recreation in Multiple Use' was the theme of Forestry Week. A sawing contest, tree planting ceremony, banquet and dance were some the many activities that took place."" (pdf page 96)",Parker Woodall,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1961/,1961/Gem1961.pdf,https://archive.org/details/uidaho_gem_1961,https://objects.lib.uidaho.edu/gem/spines/1961.jpg,gem-1961-highlight1.jpg;gem-1961-highlight2.jpg;gem-1961-highlight3.jpg;gem-1961-highlight4.jpg;gem-1961-highlight5.jpg,uidaho_gem_1961.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1961.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1961_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1961_sm.jpg
uidaho_gem_1962,Gem of the Mountains 1962,Volume 60,1962,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The Gem of the Mountains office on the third floor of the Sub has been a busy place. With editors getting married and having brain operations we were afraid for a while that the 1962 Gem would never get off the ground."" (pdf page 344)",Kay (Harder) Woodall,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1962/,1962/Gem1962.pdf,https://archive.org/details/uidaho_gem_1962,https://objects.lib.uidaho.edu/gem/spines/1962.jpg,gem-1962-highlight1.jpg;gem-1962-highlight2.jpg;gem-1962-highlight3.jpg;gem-1962-highlight4.jpg;gem-1962-highlight5.jpg,uidaho_gem_1962.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1962.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1962_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1962_sm.jpg
uidaho_gem_1963,Gem of the Mountains 1963,Volume 61,1963,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Gus Johnson, a relative newcomer to the University of Idaho campus, received the Ronald White Award for Most Valuable Player. He ranked second nationally this year in rebounding, averaging 20.6 rebounds per game."" (pdf page 254)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1963/,1963/Gem1963.pdf,https://archive.org/details/uidaho_gem_1963,https://objects.lib.uidaho.edu/gem/spines/1963.jpg,gem-1963-highlight1.jpg;gem-1963-highlight2.jpg;gem-1963-highlight3.jpg;gem-1963-highlight4.jpg;gem-1963-highlight5.jpg,uidaho_gem_1963.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1963.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1963_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1963_sm.jpg
uidaho_gem_1964,Gem of the Mountains 1964,Volume 62,1964,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The solemn lowering of the flag and the memorial service in November when President Kennedy was killed."" (pdf page 14)",Edward J. and Connie (Largent) McBride,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1964/,1964/Gem1964.pdf,https://archive.org/details/uidaho_gem_1964,https://objects.lib.uidaho.edu/gem/spines/1964.jpg,gem-1964-highlight1.jpg;gem-1964-highlight2.jpg;gem-1964-highlight3.jpg;gem-1964-highlight4.jpg;gem-1964-highlight5.jpg,uidaho_gem_1964.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1964.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1964_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1964_sm.jpg
uidaho_gem_1965,Gem of the Mountains 1965,Volume 63,1965,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""THE UNIVERSITY OF IDAHO ... where IBM numbers do not stifle the interchange of idease between faculty and students."" (pdf page 14)",Gary E Strong,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1965/,1965/Gem1965.pdf,https://archive.org/details/uidaho_gem_1965,https://objects.lib.uidaho.edu/gem/spines/1965.jpg,gem-1965-highlight1.jpg;gem-1965-highlight2.jpg;gem-1965-highlight3.jpg;gem-1965-highlight4.jpg;gem-1965-highlight5.jpg,uidaho_gem_1965.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1965.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1965_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1965_sm.jpg
uidaho_gem_1966,Gem of the Mountains 1966,Volume 64,1966,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""College life is participating, whenever, however, or in whatever you choose. Take your pick. But don't stand still; the campus moves fast."" (pdf page 21)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1966/,1966/Gem1966.pdf,https://archive.org/details/uidaho_gem_1966,https://objects.lib.uidaho.edu/gem/spines/1966.jpg,gem-1966-highlight1.jpg;gem-1966-highlight2.jpg;gem-1966-highlight3.jpg;gem-1966-highlight4.jpg;gem-1966-highlight5.jpg,uidaho_gem_1966.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1966.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1966_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1966_sm.jpg
uidaho_gem_1967,Gem of the Mountains 1967,Volume 65,1967,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Farmhouse gents ponder their next move at one of the many campus conventions."" (pdf page 172)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1967/,1967/Gem1967.pdf,https://archive.org/details/uidaho_gem_1967,https://objects.lib.uidaho.edu/gem/spines/1967.jpg,gem-1967-highlight1.jpg;gem-1967-highlight2.jpg;gem-1967-highlight3.jpg;gem-1967-highlight4.jpg;gem-1967-highlight5.jpg,uidaho_gem_1967.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1967.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1967_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1967_sm.jpg
uidaho_gem_1968,Gem of the Mountains 1968,Volume 66,1968,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Vandal Riders is a club for students interested in participating in rodeo exhibitions. Members must have a 2.2 accumulative and must try out for the team."" (pdf page 149)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1968/,1968/Gem1968.pdf,https://archive.org/details/uidaho_gem_1968,https://objects.lib.uidaho.edu/gem/spines/1968.jpg,gem-1968-highlight1.jpg;gem-1968-highlight2.jpg;gem-1968-highlight3.jpg;gem-1968-highlight4.jpg;gem-1968-highlight5.jpg,uidaho_gem_1968.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1968.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1968_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1968_sm.jpg
uidaho_gem_1969,Gem of the Mountains 1969,Volume 67,1969,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Top honors at the Phi Delta turtle derby went to Tri-Delt's Sweet Pea who also beat the hare."" (pdf page 155)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1969/,1969/Gem1969.pdf,https://archive.org/details/uidaho_gem_1969,https://objects.lib.uidaho.edu/gem/spines/1969.jpg,gem-1969-highlight1.jpg;gem-1969-highlight2.jpg;gem-1969-highlight3.jpg;gem-1969-highlight4.jpg;gem-1969-highlight5.jpg,uidaho_gem_1969.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1969.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1969_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1969_sm.jpg
uidaho_gem_1970-71,Gem of the Mountains 1970-71,Volume 68,1970-71,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""I have no reason to believe there will be any unrest on the U-I campus this year. However, if there is, troops that have been properly trained will be available immediately. - Idaho Attorney General Robert M. Robson"" (pdf page 36)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1970-71/,1970-71/Gem1970-71.pdf,https://archive.org/details/uidaho_gem_1970-71,https://objects.lib.uidaho.edu/gem/spines/1970-71.jpg,gem-1970-71-highlight1.jpg;gem-1970-71-highlight2.jpg;gem-1970-71-highlight3.jpg;gem-1970-71-highlight4.jpg;gem-1970-71-highlight5.jpg,uidaho_gem_1970-71.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1970-71.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1970-71_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1970-71_sm.jpg
uidaho_gem_1972,Gem of the Mountains 1972,Volume 70,1972,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The ASUI Senate passed a Resolution, and so did many other people of the University, that on May 5, in memory of the Kent State dead, we would all feel ashamed."" (pdf page 14)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1972/,1972/Gem1972.pdf,https://archive.org/details/uidaho_gem_1972,https://objects.lib.uidaho.edu/gem/spines/1972.jpg,gem-1972-highlight1.jpg;gem-1972-highlight2.jpg;gem-1972-highlight3.jpg;gem-1972-highlight4.jpg;gem-1972-highlight5.jpg,uidaho_gem_1972.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1972.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1972_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1972_sm.jpg
uidaho_gem_1973,Gem of the Mountains 1973,Volume 71,1973,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The fossilized fish remains, according to Dr. Smiley, are not common to this area and local fish experts here at Idaho cannot identify them."" (pdf page 88)",Katherine Aiken,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1973/,1973/Gem1973.pdf,https://archive.org/details/uidaho_gem_1973,https://objects.lib.uidaho.edu/gem/spines/1973.jpg,gem-1973-highlight1.jpg;gem-1973-highlight2.jpg;gem-1973-highlight3.jpg;gem-1973-highlight4.jpg;gem-1973-highlight5.jpg,uidaho_gem_1973.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1973.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1973_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1973_sm.jpg
uidaho_gem_1974,Gem of the Mountains 1974,Volume 72,1974,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The University of Idaho Arboretum was the scene of the Fourth Annual Peoples Blue Mountain Rock Festival, May 5. There were an estimated 10,000 people in attendance..."" (pdf page 109)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1974/,1974/Gem1974.pdf,https://archive.org/details/uidaho_gem_1974,https://objects.lib.uidaho.edu/gem/spines/1974.jpg,gem-1974-highlight1.jpg;gem-1974-highlight2.jpg;gem-1974-highlight3.jpg;gem-1974-highlight4.jpg;gem-1974-highlight5.jpg;gem-1974-highlight6.jpg,uidaho_gem_1974.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1974.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1974_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1974_sm.jpg
uidaho_gem_1975,Gem of the Mountains 1975,Volume 73,1975,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"But now ... ... I am tired of books"" (pdf page 286)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1975/,1975/Gem1975.pdf,https://archive.org/details/uidaho_gem_1975,https://objects.lib.uidaho.edu/gem/spines/1975.jpg,gem-1975-highlight1.jpg;gem-1975-highlight2.jpg;gem-1975-highlight3.jpg;gem-1975-highlight4.jpg;gem-1975-highlight5.jpg,uidaho_gem_1975.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1975.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1975_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1975_sm.jpg
uidaho_gem_1976,Gem of the Mountains 1976,Volume 74,1976,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Working with our fine educational institutions, the State of Idaho plans to meet its problems with information, not emotion; with education, not guesses; and with facts, not rumors. With this approach we can solve our problems. They are man-made and can be man-solved. All it takes is the work of all of us. Sincerely, Cecil D. Andrus, Governor"" (pdf page 288)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1976/,1976/Gem1976.pdf,https://archive.org/details/uidaho_gem_1976,https://objects.lib.uidaho.edu/gem/spines/1976.jpg,gem-1976-highlight1.jpg;gem-1976-highlight2.jpg;gem-1976-highlight3.jpg;gem-1976-highlight4.jpg;gem-1976-highlight5.jpg,uidaho_gem_1976.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1976.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1976_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1976_sm.jpg
uidaho_gem_1977,Gem of the Mountains 1977,Volume 75,1977,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Vandal jersey number 56 will not be worn by U of I football players again, as it has been retired in honor of John Yarno. John Yarno is the first U of I football player to the Associated Press' first team All-American Squad."" (pdf page 48)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1977/,1977/Gem1977.pdf,https://archive.org/details/uidaho_gem_1977,https://objects.lib.uidaho.edu/gem/spines/1977.jpg,gem-1977-highlight1.jpg;gem-1977-highlight2.jpg;gem-1977-highlight3.jpg;gem-1977-highlight4.jpg;gem-1977-highlight5.jpg,uidaho_gem_1977.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1977.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1977_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1977_sm.jpg
uidaho_gem_1978,Gem of the Mountains 1978,Volume 76,1978,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Run and owned by students and funded by the ASUI, KUOI-FM, 89.3, has been broadcasting on campus since 1945. ... In 1978 however, the U of I regents approved the Public Broadcasting recommendation to restructure public broadcasting stations associated with Idaho institutions of higher education. Thus changes, although not welcomed at Idaho are here to stay."" (pdf page 88)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1978/,1978/Gem1978.pdf,https://archive.org/details/uidaho_gem_1978,https://objects.lib.uidaho.edu/gem/spines/1978.jpg,gem-1978-highlight1.jpg;gem-1978-highlight2.jpg;gem-1978-highlight3.jpg;gem-1978-highlight4.jpg;gem-1978-highlight5.jpg,uidaho_gem_1978.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1978.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1978_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1978_sm.jpg
